Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
42082,350.683333,0.116484,0.060104,-0.494860,,,,-0.251491,0.076050,-0.550862,,,,,,
42083,350.691667,0.116488,0.059990,-0.494996,,,,-0.250130,0.076446,-0.567231,,,,,,
42084,350.700000,0.116506,0.059981,-0.494858,,,,-0.248785,0.077131,-0.583730,,,,,,
42085,350.708333,0.116531,0.060016,-0.494687,,,,-0.247423,0.077186,-0.599719,,,,,,
42086,350.716667,0.116525,0.060050,-0.494687,,,,-0.246153,0.077735,-0.616276,,,,,,
42087,350.725000,0.116503,0.059970,-0.494664,,,,-0.244733,0.078178,-0.632636,,,,,,
42088,350.733333,0.116510,0.060056,-0.494917,,,,-0.243443,0.078520,-0.649064,,,,,,
42089,350.741667,0.116533,0.060122,-0.494864,,,,-0.242075,0.078895,-0.665555,,,,,,
42090,350.750000,0.116533,0.060005,-0.494716,,,,-0.240885,0.079228,-0.681979,,,,,,
42091,350.758333,0.116504,0.059959,-0.494821,,,,-0.239465,0.079423,-0.698206,,,,,,
42092,350.766667,0.116490,0.059982,-0.494981,,,,-0.237725,0.079481,-0.713623,,,,,,
42093,350.775000,0.116506,0.060100,-0.494791,,,,-0.235884,0.079681,-0.728696,,,,,,
42094,350.783333,0.116478,0.060145,-0.494758,,,,-0.233619,0.080054,-0.743155,,,,,,
42095,350.791667,0.116475,0.059985,-0.494856,,,,-0.230549,0.080928,-0.757595,,,,,,
42096,350.800000,0.116479,0.059928,-0.494874,,,,-0.226608,0.082048,-0.771071,,,,,,
42097,350.808333,0.116501,0.060085,-0.494954,,,,-0.221944,0.083729,-0.784349,,,,,,
42098,350.816667,0.116486,0.060021,-0.494824,,,,-0.216545,0.085567,-0.796912,,,,,,
42099,350.825000,0.116500,0.059986,-0.494822,,,,-0.210861,0.087138,-0.809133,,,,,,
42100,350.833333,0.116474,0.060080,-0.494937,,,,-0.203802,0.089342,-0.820369,,,,,,
42101,350.841667,0.116512,0.060147,-0.494829,,,,-0.196364,0.091486,-0.830933,,,,,,
42102,350.850000,0.116532,0.060024,-0.494753,,,,-0.188184,0.093231,-0.840399,,,,,,
42103,350.858333,0.116533,0.059983,-0.494805,,,,-0.179406,0.094821,-0.849602,,,,,,
42104,350.866667,0.116494,0.059917,-0.494741,,,,-0.169563,0.097360,-0.858448,,,,,,
42105,350.875000,0.116506,0.059961,-0.494828,,,,-0.158886,0.099866,-0.866192,,,,,,
42106,350.883333,0.116511,0.060056,-0.494810,,,,-0.148503,0.101919,-0.872694,,,,,,
42107,350.891667,0.116538,0.060063,-0.494741,,,,-0.137987,0.103350,-0.878809,,,,,,
42108,350.900000,0.116504,0.059991,-0.494761,,,,-0.126917,0.104571,-0.884090,,,,,,
42109,350.908333,0.116481,0.060089,-0.494895,,,,-0.115693,0.105150,-0.888812,,,,,,
42110,350.916667,0.116499,0.060044,-0.494867,,,,-0.104028,0.105642,-0.893395,,,,,,
42111,350.925000,0.116483,0.060011,-0.494944,,,,-0.092725,0.105422,-0.897138,,,,,,
42112,350.933333,0.116477,0.060028,-0.495037,,,,-0.081192,0.105079,-0.899968,,,,,,
42113,350.941667,0.116477,0.060049,-0.494883,,,,-0.070186,0.105026,-0.901676,,,,,,
42114,350.950000,0.116499,0.060113,-0.494698,,,,-0.057806,0.104213,-0.903318,,,,,,
42115,350.958333,0.116508,0.060058,-0.494770,,,,-0.046686,0.103369,-0.904103,,,,,,
42116,350.966667,0.116504,0.059963,-0.494897,,,,-0.035451,0.103042,-0.902979,,,,,,
42117,350.975000,0.116529,0.059978,-0.494757,,,,-0.023661,0.101705,-0.902870,,,,,,
42118,350.983333,0.116501,0.059992,-0.494746,,,,-0.012615,0.101854,-0.899777,,,,,,
42119,350.991667,0.116499,0.059963,-0.494781,,,,-0.001187,0.101141,-0.897799,,,,,,
42120,351.000000,0.116510,0.060007,-0.494882,,,,0.010298,0.100959,-0.896221,,,,,,
42121,351.008333,0.116506,0.060110,-0.494845,,,,0.022103,0.101006,-0.895022,,,,,,
42122,351.016667,0.116490,0.060094,-0.494817,,,,0.033780,0.100965,-0.894009,,,,,,
42123,351.025000,0.116499,0.060025,-0.494866,,,,0.045707,0.100556,-0.893431,,,,,,
42124,351.033333,0.116491,0.059987,-0.494865,,,,0.057730,0.099881,-0.892812,,,,,,
42125,351.041667,0.116483,0.059986,-0.494897,,,,0.069695,0.099462,-0.892059,,,,,,
42126,351.050000,0.116492,0.059973,-0.494820,,,,0.081903,0.099460,-0.891798,,,,,,
42127,351.058333,0.116507,0.060034,-0.494769,,,,0.094064,0.099586,-0.891416,,,,,,
42128,351.066667,0.116503,0.060140,-0.494955,,,,0.106328,0.099572,-0.891151,,,,,,
42129,351.075000,0.116472,0.060088,-0.494883,,,,0.118724,0.099201,-0.890049,,,,,,
42130,351.083333,0.116465,0.060033,-0.494792,,,,0.130777,0.098787,-0.889588,,,,,,
42131,351.091667,0.116499,0.060014,-0.494886,,,,0.143109,0.098529,-0.888989,,,,,,
42132,351.100000,0.116490,0.059972,-0.494810,,,,0.156071,0.098495,-0.888152,,,,,,
42133,351.108333,0.116506,0.059986,-0.494864,,,,0.167598,0.098130,-0.888350,,,,,,
42134,351.116667,0.116539,0.060123,-0.494850,,,,0.181095,0.098083,-0.886621,,,,,,
42135,351.125000,0.116521,0.060092,-0.494653,,,,0.192655,0.097394,-0.886254,,,,,,
42136,351.133333,0.116479,0.059964,-0.494766,,,,0.205205,0.096965,-0.885666,,,,,,
42137,351.141667,0.116493,0.060048,-0.494865,,,,0.218300,0.096620,-0.885013,,,,,,
42138,351.150000,0.116515,0.060056,-0.494788,,,,0.230420,0.096379,-0.884099,,,,,,
42139,351.158333,0.116464,0.060032,-0.494873,,,,0.243590,0.096177,-0.882625,,,,,,
42140,351.166667,0.116497,0.059945,-0.494926,,,,0.254963,0.095082,-0.883070,,,,,,
42141,351.175000,0.116517,0.060051,-0.494794,,,,0.267671,0.095004,-0.881823,,,,,,
42142,351.183333,0.116514,0.060184,-0.494800,,,,0.279811,0.094908,-0.881467,,,,,,
42143,351.191667,0.116474,0.060106,-0.494890,,,,0.291769,0.094436,-0.880243,,,,,,
42144,351.200000,0.116464,0.059924,-0.494935,,,,0.304450,0.093780,-0.878532,,,,,,
42145,351.208333,0.116491,0.060000,-0.494965,,,,0.315676,0.093246,-0.876441,,,,,,
42146,351.216667,0.116488,0.060049,-0.494864,,,,0.328191,0.093004,-0.873495,,,,,,
42147,351.225000,0.116506,0.060012,-0.494814,,,,0.340984,0.092783,-0.869627,,,,,,
42148,351.233333,0.116484,0.059975,-0.494736,,,,0.352174,0.091739,-0.866138,,,,,,
42149,351.241667,0.116497,0.060085,-0.494731,,,,0.363256,0.091000,-0.861340,,,,,,
42150,351.250000,0.116509,0.060138,-0.494857,,,,0.374403,0.090106,-0.855608,,,,,,
42151,351.258333,0.116510,0.060019,-0.494865,,,,0.385154,0.088986,-0.849208,,,,,,
42152,351.266667,0.116503,0.059955,-0.494807,,,,0.394780,0.086989,-0.843220,,,,,,
42153,351.275000,0.116495,0.059941,-0.494811,,,,0.404608,0.085173,-0.836303,,,,,,
42154,351.283333,0.116523,0.060007,-0.494809,,,,0.413538,0.083443,-0.829406,,,,,,
42155,351.291667,0.116500,0.060083,-0.494872,,,,0.421034,0.081989,-0.821473,,,,,,
42156,351.300000,0.116476,0.060055,-0.494886,,,,0.429085,0.080154,-0.813415,,,,,,
42157,351.308333,0.116494,0.060013,-0.494757,,,,0.435959,0.078179,-0.805800,,,,,,
42158,351.316667,0.116506,0.060014,-0.494909,,,,0.442912,0.075979,-0.796970,,,,,,
42159,351.325000,0.116484,0.060046,-0.494955,,,,0.449333,0.074219,-0.787237,,,,,,
42160,351.333333,0.116476,0.060016,-0.494844,,,,0.454629,0.072771,-0.777838,,,,,,
42161,351.341667,0.116500,0.060041,-0.494816,,,,0.459429,0.071689,-0.768287,,,,,,
42162,351.350000,0.116513,0.060103,-0.494906,,,,0.463594,0.070158,-0.758774,,,,,,
42163,351.358333,0.116509,0.060070,-0.494840,,,,0.467346,0.069523,-0.748484,,,,,,
42164,351.366667,0.116493,0.060072,-0.494839,,,,0.470528,0.068636,-0.737803,,,,,,
42165,351.375000,0.116533,0.060028,-0.494753,,,,0.472901,0.067966,-0.727517,,,,,,
42166,351.383333,0.116514,0.059928,-0.494689,,,,0.474542,0.067052,-0.717079,,,,,,
42167,351.391667,0.116500,0.059961,-0.494875,,,,0.475633,0.066674,-0.705740,,,,,,
42168,351.400000,0.116523,0.060030,-0.494845,,,,0.476730,0.066629,-0.694145,,,,,,
42169,351.408333,0.116520,0.060045,-0.494730,,,,0.477466,0.066870,-0.682346,,,,,,
42170,351.416667,0.116503,0.060060,-0.494807,,,,0.477421,0.066641,-0.671700,,,,,,
42171,351.425000,0.116490,0.060073,-0.494911,,,,0.477923,0.066271,-0.660038,,,,,,
42172,351.433333,0.116502,0.060003,-0.494823,,,,0.478130,0.066033,-0.648877,,,,,,
42173,351.441667,0.116500,0.060039,-0.494974,,,,0.478403,0.065834,-0.637595,,,,,,
42174,351.450000,0.116488,0.060019,-0.494967,,,,0.478768,0.065670,-0.626568,,,,,,
42175,351.458333,0.116506,0.060081,-0.494845,,,,0.479173,0.065418,-0.614764,,,,,,
42176,351.466667,0.116501,0.060123,-0.494814,,,,0.478889,0.065032,-0.603954,,,,,,
42177,351.475000,0.116491,0.060031,-0.494858,,,,0.478840,0.064413,-0.592539,,,,,,
42178,351.483333,0.116503,0.059932,-0.494773,,,,0.479217,0.064179,-0.580150,,,,,,
42179,351.491667,0.116515,0.060052,-0.494873,,,,0.479253,0.063764,-0.568708,,,,,,
42180,351.500000,0.116512,0.060034,-0.494763,,,,0.479405,0.063469,-0.556835,,,,,,
42181,351.508333,0.116505,0.059908,-0.494762,,,,0.479524,0.063002,-0.544930,,,,,,
42182,351.516667,0.116500,0.060019,-0.494932,,,,0.478963,0.062592,-0.533774,,,,,,
42183,351.525000,0.116513,0.060155,-0.494802,,,,0.478684,0.062623,-0.521598,,,,,,
42184,351.533333,0.116493,0.060080,-0.494760,,,,0.478515,0.062458,-0.509783,,,,,,
42185,351.541667,0.116504,0.059979,-0.494855,,,,0.478550,0.062122,-0.497692,,,,,,
42186,351.550000,0.116509,0.059997,-0.494892,,,,0.478571,0.061946,-0.485597,,,,,,
42187,351.558333,0.116518,0.059999,-0.494816,,,,0.478522,0.061907,-0.473386,,,,,,
42188,351.566667,0.116515,0.060016,-0.494890,,,,0.478578,0.061638,-0.461097,,,,,,
42189,351.575000,0.116521,0.060030,-0.494779,,,,0.478533,0.061921,-0.448580,,,,,,
42190,351.583333,0.116473,0.060083,-0.494800,,,,0.478115,0.061984,-0.435787,,,,,,
42191,351.591667,0.116482,0.060121,-0.494934,,,,0.478033,0.061841,-0.423441,,,,,,
42192,351.600000,0.116482,0.060083,-0.494987,,,,0.477958,0.061958,-0.410849,,,,,,
42193,351.608333,0.116514,0.059945,-0.494855,,,,0.477727,0.061911,-0.398242,,,,,,
42194,351.616667,0.116494,0.059981,-0.494772,,,,0.477646,0.062024,-0.385790,,,,,,
42195,351.625000,0.116521,0.060010,-0.494808,,,,0.477190,0.061870,-0.373139,,,,,,
42196,351.633333,0.116505,0.060055,-0.494849,,,,0.476583,0.061812,-0.360480,,,,,,
42197,351.641667,0.116518,0.060064,-0.494672,,,,0.476182,0.061690,-0.347471,,,,,,
42198,351.650000,0.116493,0.060037,-0.494745,,,,0.476112,0.061701,-0.334394,,,,,,
42199,351.658333,0.116501,0.060034,-0.494813,,,,0.475689,0.061716,-0.321639,,,,,,
42200,351.666667,0.116523,0.060042,-0.494878,,,,0.475366,0.061400,-0.308858,,,,,,
42201,351.675000,0.116496,0.059939,-0.494824,,,,0.475089,0.061012,-0.295887,,,,,,
42202,351.683333,0.116480,0.059950,-0.494804,,,,0.474679,0.060852,-0.282786,,,,,,
42203,351.691667,0.116496,0.060151,-0.494843,,,,0.474436,0.060937,-0.269429,,,,,,
42204,351.700000,0.116487,0.060157,-0.494994,,,,0.474062,0.060682,-0.256248,,,,,,
42205,351.708333,0.116479,0.059987,-0.494930,,,,0.473455,0.060180,-0.243007,,,,,,
42206,351.716667,0.116473,0.059977,-0.494798,,,,0.473006,0.060030,-0.229231,,,,,,
42207,351.725000,0.116469,0.060029,-0.494849,,,,0.472675,0.059764,-0.215816,,,,,,
42208,351.733333,0.116507,0.060024,-0.494962,,,,0.472237,0.059456,-0.202339,,,,,,
42209,351.741667,0.116521,0.060036,-0.494873,,,,0.471828,0.058987,-0.188737,,,,,,
42210,351.750000,0.116497,0.060020,-0.494681,,,,0.471554,0.058723,-0.174697,,,,,,
42211,351.758333,0.116486,0.060070,-0.494758,,,,0.471036,0.058288,-0.161413,,,,,,
42212,351.766667,0.116506,0.060103,-0.494942,,,,0.470569,0.057887,-0.148107,,,,,,
42213,351.775000,0.116515,0.060047,-0.494985,,,,0.469889,0.057411,-0.134633,,,,,,
42214,351.783333,0.116504,0.059951,-0.494780,,,,0.469246,0.057003,-0.121064,,,,,,
42215,351.791667,0.116497,0.059965,-0.494740,,,,0.469033,0.056990,-0.107143,,,,,,
42216,351.800000,0.116515,0.059994,-0.494889,,,,0.468780,0.057257,-0.093135,,,,,,
42217,351.808333,0.116526,0.060065,-0.494876,,,,0.468279,0.057494,-0.079069,,,,,,
42218,351.816667,0.116504,0.060073,-0.494738,,,,0.467570,0.057810,-0.064927,,,,,,
42219,351.825000,0.116494,0.060032,-0.494715,,,,0.467112,0.058132,-0.051115,,,,,,
42220,351.833333,0.116495,0.060002,-0.494933,,,,0.466624,0.058542,-0.037207,,,,,,
42221,351.841667,0.116485,0.060034,-0.494938,,,,0.465993,0.058823,-0.023108,,,,,,
42222,351.850000,0.116463,0.060053,-0.494938,,,,0.465368,0.059079,-0.008858,,,,,,
42223,351.858333,0.116488,0.060055,-0.494842,,,,0.464845,0.059408,0.005415,,,,,,
42224,351.866667,0.116490,0.060070,-0.494809,,,,0.464513,0.059752,0.019652,,,,,,
42225,351.875000,0.116486,0.060095,-0.494876,,,,0.463874,0.059876,0.033684,,,,,,
42226,351.883333,0.116504,0.060002,-0.494884,,,,0.463193,0.059879,0.048061,,,,,,
42227,351.891667,0.116523,0.059975,-0.494718,,,,0.462791,0.059840,0.062519,,,,,,
42228,351.900000,0.116527,0.059977,-0.494785,,,,0.462360,0.059886,0.076777,,,,,,
42229,351.908333,0.116518,0.059971,-0.494861,,,,0.461838,0.059840,0.091234,,,,,,
42230,351.916667,0.116508,0.059994,-0.494831,,,,0.461300,0.059463,0.105802,,,,,,
42231,351.925000,0.116501,0.060061,-0.494770,,,,0.460669,0.059437,0.120193,,,,,,
42232,351.933333,0.116506,0.060090,-0.494750,,,,0.460115,0.059236,0.134745,,,,,,
42233,351.941667,0.116506,0.060066,-0.494886,,,,0.459662,0.059024,0.149232,,,,,,
42234,351.950000,0.116498,0.060010,-0.494913,,,,0.459697,0.056513,0.168803,,,,,,
42235,351.958333,0.116511,0.059981,-0.494874,,,,0.458928,0.056211,0.183278,,,,,,
42236,351.966667,0.116490,0.059979,-0.494842,,,,0.458389,0.055828,0.197651,,,,,,
42237,351.975000,0.116507,0.060056,-0.494875,,,,0.457838,0.055636,0.212137,,,,,,
42238,351.983333,0.116497,0.060120,-0.494901,,,,0.457142,0.055667,0.226552,,,,,,
42239,351.991667,0.116489,0.060083,-0.494837,,,,0.456864,0.055587,0.241140,,,,,,
42240,352.000000,0.116500,0.060029,-0.494816,,,,0.456509,0.056079,0.256172,,,,,,
42241,352.008333,0.116522,0.060024,-0.494812,,,,0.455906,0.056916,0.271366,,,,,,
42242,352.016667,0.116500,0.059955,-0.494825,,,,0.455100,0.057357,0.286104,,,,,,
42243,352.025000,0.116512,0.059990,-0.494830,,,,0.454685,0.058046,0.300895,,,,,,
42244,352.033333,0.116515,0.060037,-0.494824,,,,0.453778,0.058785,0.316047,,,,,,
42245,352.041667,0.116528,0.060056,-0.494722,,,,0.452803,0.059336,0.331283,,,,,,
42246,352.050000,0.116498,0.060041,-0.494823,,,,0.451789,0.059772,0.346260,,,,,,
42247,352.058333,0.116496,0.060045,-0.494881,,,,0.451352,0.060354,0.361124,,,,,,
42248,352.066667,0.116506,0.059996,-0.494755,,,,0.450589,0.060719,0.376461,,,,,,
42249,352.075000,0.116492,0.059985,-0.494911,,,,0.449708,0.060946,0.391752,,,,,,
42250,352.083333,0.116508,0.059994,-0.494978,,,,0.448995,0.061052,0.406837,,,,,,
42251,352.091667,0.116505,0.060072,-0.494832,,,,0.448395,0.061447,0.422091,,,,,,
42252,352.100000,0.116486,0.060112,-0.494752,,,,0.447629,0.062042,0.437661,,,,,,
42253,352.108333,0.116496,0.060103,-0.494915,,,,0.446569,0.062014,0.453107,,,,,,
42254,352.116667,0.116499,0.059990,-0.494922,,,,0.445443,0.061945,0.468172,,,,,,
42255,352.125000,0.116496,0.060067,-0.494947,,,,0.444405,0.062379,0.483830,,,,,,
42256,352.133333,0.116510,0.060024,-0.494788,,,,0.444132,0.062472,0.499451,,,,,,
42257,352.141667,0.116504,0.059944,-0.494764,,,,0.442591,0.062836,0.514714,,,,,,
42258,352.150000,0.116496,0.060002,-0.494853,,,,0.441347,0.062933,0.530011,,,,,,
42259,352.158333,0.116526,0.060096,-0.494809,,,,0.440998,0.063287,0.545375,,,,,,
42260,352.166667,0.116511,0.060067,-0.494762,,,,0.439354,0.063702,0.560973,,,,,,
42261,352.175000,0.116516,0.060003,-0.494839,,,,0.438744,0.063722,0.576304,,,,,,
42262,352.183333,0.116512,0.059916,-0.494895,,,,0.437740,0.064402,0.591981,,,,,,
42263,352.191667,0.116495,0.059979,-0.494802,,,,0.436592,0.065264,0.608092,,,,,,
42264,352.200000,0.116524,0.060073,-0.494865,,,,0.435408,0.066091,0.623807,,,,,,
42265,352.208333,0.116504,0.060159,-0.494932,,,,0.433832,0.066911,0.639443,,,,,,
42266,352.216667,0.116484,0.060049,-0.494826,,,,0.432502,0.067696,0.655233,,,,,,
42267,352.225000,0.116460,0.060030,-0.494822,,,,0.430964,0.068612,0.671453,,,,,,
42268,352.233333,0.116497,0.060081,-0.494927,,,,0.429539,0.069182,0.687195,,,,,,
42269,352.241667,0.116529,0.060028,-0.494821,,,,0.427681,0.070051,0.702919,,,,,,
42270,352.250000,0.116484,0.059936,-0.494894,,,,0.426468,0.070586,0.719008,,,,,,
42271,352.258333,0.116498,0.059963,-0.494803,,,,0.425927,0.071041,0.734943,,,,,,
42272,352.266667,0.116506,0.060024,-0.494695,,,,0.423830,0.071567,0.750803,,,,,,
42273,352.275000,0.116500,0.060099,-0.494870,,,,0.423353,0.071795,0.766628,,,,,,
42274,352.283333,0.116520,0.060072,-0.494986,,,,0.421065,0.074553,0.778263,,,,,,
42275,352.291667,0.116513,0.059989,-0.494810,,,,0.421092,0.072506,0.799031,,,,,,
42276,352.300000,0.116486,0.059966,-0.494778,,,,0.419940,0.072635,0.814757,,,,,,
42277,352.308333,0.116504,0.060014,-0.494894,,,,0.417982,0.073248,0.831057,,,,,,
42278,352.316667,0.116495,0.059991,-0.494831,,,,0.416949,0.073641,0.847339,,,,,,
42279,352.325000,0.116513,0.060098,-0.494853,,,,0.415738,0.073868,0.863346,,,,,,
42280,352.333333,0.116504,0.060078,-0.494776,,,,0.414560,0.074132,0.879183,,,,,,
42281,352.341667,0.116484,0.060027,-0.494844,,,,0.413108,0.074497,0.894431,,,,,,
42282,352.350000,0.116504,0.060026,-0.494876,,,,0.411781,0.074552,0.909368,,,,,,
42283,352.358333,0.116492,0.060009,-0.494960,,,,0.409669,0.074804,0.923363,,,,,,
42284,352.366667,0.116464,0.059955,-0.494841,,,,0.405332,0.078242,0.930438,,,,,,
42285,352.375000,0.116505,0.060032,-0.494895,,,,0.401758,0.079138,0.945532,,,,,,
42286,352.383333,0.116489,0.060100,-0.494808,,,,0.397203,0.080969,0.958083,,,,,,
42287,352.391667,0.116503,0.060067,-0.494852,,,,0.393616,0.079640,0.976532,,,,,,
42288,352.400000,0.116500,0.060050,-0.494821,,,,0.386883,0.083867,0.981556,,,,,,
42289,352.408333,0.116501,0.059987,-0.494756,,,,0.380055,0.085721,0.991825,,,,,,
42290,352.416667,0.116489,0.059995,-0.494884,,,,0.373142,0.087179,1.002154,,,,,,
42291,352.425000,0.116514,0.059970,-0.494872,,,,0.366610,0.085762,1.019316,,,,,,
42292,352.433333,0.116511,0.060025,-0.494795,,,,0.356253,0.090834,1.021033,,,,,,
42293,352.441667,0.116493,0.060079,-0.494769,,,,0.346704,0.092316,1.029742,,,,,,
42294,352.450000,0.116488,0.060128,-0.494800,,,,0.336382,0.095270,1.034171,,,,,,
42295,352.458333,0.116483,0.060033,-0.494813,,,,0.326226,0.095325,1.043887,,,,,,
42296,352.466667,0.116487,0.059999,-0.494988,,,,0.315431,0.097350,1.047586,,,,,,
42297,352.475000,0.116490,0.059949,-0.494902,,,,0.305697,0.094780,1.060820,,,,,,
42298,352.483333,0.116478,0.060042,-0.494851,,,,0.294582,0.095286,1.065273,,,,,,
42299,352.491667,0.116508,0.060074,-0.494806,,,,0.283152,0.095708,1.069148,,,,,,
42300,352.500000,0.116502,0.060091,-0.494790,,,,0.270394,0.098891,1.064798,,,,,,
42301,352.508333,0.116493,0.060079,-0.494857,,,,0.259071,0.099277,1.066257,,,,,,
42302,352.516667,0.116493,0.060059,-0.494829,,,,0.249788,0.095430,1.076420,,,,,,
42303,352.525000,0.116519,0.059997,-0.494764,,,,0.238598,0.094700,1.077343,,,,,,
42304,352.533333,0.116501,0.059971,-0.494880,,,,0.227270,0.094229,1.078203,,,,,,
42305,352.541667,0.116529,0.059979,-0.494889,,,,0.215811,0.093519,1.078231,,,,,,
42306,352.550000,0.116497,0.060005,-0.494790,,,,0.203968,0.092972,1.077949,,,,,,
42307,352.558333,0.116502,0.060088,-0.494823,,,,0.191332,0.095564,1.070605,,,,,,
42308,352.566667,0.116491,0.060061,-0.494841,,,,0.180507,0.092550,1.075646,,,,,,
42309,352.575000,0.116521,0.060005,-0.494859,,,,0.168567,0.092438,1.074508,,,,,,
42310,352.583333,0.116488,0.059998,-0.494814,,,,0.156522,0.092594,1.073720,,,,,,
42311,352.591667,0.116486,0.059966,-0.494878,,,,0.144669,0.092714,1.072741,,,,,,
42312,352.600000,0.116518,0.060019,-0.494818,,,,0.132806,0.092212,1.071902,,,,,,
42313,352.608333,0.116522,0.060122,-0.494814,,,,0.119975,0.095768,1.061752,,,,,,
42314,352.616667,0.116503,0.060124,-0.494851,,,,0.108657,0.092135,1.070779,,,,,,
42315,352.625000,0.116483,0.060039,-0.494847,,,,0.096292,0.092294,1.070483,,,,,,
42316,352.633333,0.116501,0.060069,-0.494790,,,,0.083923,0.092358,1.070130,,,,,,
42317,352.641667,0.116510,0.060033,-0.494915,,,,0.071835,0.092062,1.069523,,,,,,
42318,352.650000,0.116521,0.059949,-0.494877,,,,0.059496,0.092061,1.068890,,,,,,
42319,352.658333,0.116508,0.059977,-0.494742,,,,0.047214,0.092047,1.068444,,,,,,
42320,352.666667,0.116507,0.060061,-0.494795,,,,0.034110,0.095590,1.059795,,,,,,
42321,352.675000,0.116511,0.060066,-0.494848,,,,0.021619,0.095337,1.059156,,,,,,
42322,352.683333,0.116506,0.060014,-0.494819,,,,0.009906,0.091809,1.066914,,,,,,
42323,352.691667,0.116513,0.060057,-0.494846,,,,-0.002727,0.091569,1.066059,,,,,,
42324,352.700000,0.116500,0.060012,-0.494775,,,,-0.015329,0.091449,1.065561,,,,,,
42325,352.708333,0.116499,0.059963,-0.494865,,,,-0.028067,0.091351,1.064873,,,,,,
42326,352.716667,0.116490,0.060027,-0.494976,,,,-0.040682,0.091036,1.064274,,,,,,
42327,352.725000,0.116505,0.060107,-0.494855,,,,-0.053461,0.090950,1.063601,,,,,,
42328,352.733333,0.116491,0.060083,-0.494818,,,,-0.066225,0.090931,1.062918,,,,,,
42329,352.741667,0.116500,0.060053,-0.494853,,,,-0.078619,0.090735,1.062576,,,,,,
42330,352.750000,0.116501,0.060012,-0.494854,,,,-0.091152,0.090671,1.062052,,,,,,
42331,352.758333,0.116510,0.060024,-0.494811,,,,-0.102995,0.090274,1.061148,,,,,,
42332,352.766667,0.116497,0.059959,-0.494813,,,,-0.115826,0.094067,1.050074,,,,,,
42333,352.775000,0.116503,0.059982,-0.494762,,,,-0.127989,0.093872,1.049039,,,,,,
42334,352.783333,0.116504,0.060089,-0.494894,,,,-0.140292,0.093489,1.048026,,,,,,
42335,352.791667,0.116502,0.060111,-0.494857,,,,-0.152157,0.093538,1.043721,,,,,,
42336,352.800000,0.116475,0.060045,-0.494826,,,,-0.163050,0.089665,1.049102,,,,,,
42337,352.808333,0.116491,0.060025,-0.494838,,,,-0.173915,0.089507,1.044466,,,,,,
42338,352.816667,0.116493,0.060011,-0.494922,,,,-0.184994,0.089087,1.039612,,,,,,
42339,352.825000,0.116513,0.059931,-0.494869,,,,-0.195738,0.087906,1.034426,,,,,,
42340,352.833333,0.116517,0.060011,-0.494797,,,,-0.205915,0.086990,1.028428,,,,,,
42341,352.841667,0.116509,0.060055,-0.494739,,,,-0.217065,0.085793,1.022002,,,,,,
42342,352.850000,0.116470,0.060036,-0.494783,,,,-0.226450,0.083898,1.015255,,,,,,
42343,352.858333,0.116479,0.060050,-0.494903,,,,,,,,,,,,
42344,352.866667,0.116479,0.060080,-0.494991,,,,,,,,,,,,
42345,352.875000,0.116472,0.060071,-0.494883,,,,,,,,,,,,
42346,352.883333,0.116499,0.059967,-0.494860,,,,-0.257539,0.077375,0.984902,,,,,,
42347,352.891667,0.116503,0.060031,-0.494886,,,,-0.264009,0.075576,0.976130,,,,,,
42348,352.900000,0.116507,0.060060,-0.494734,,,,,,,,,,,,
42349,352.908333,0.116532,0.060057,-0.494716,,,,,,,,,,,,
42350,352.916667,0.116494,0.060027,-0.494891,,,,-0.278296,0.072393,0.947882,,,,,,
42351,352.925000,0.116519,0.059965,-0.494752,,,,-0.282262,0.071683,0.938120,,,,,,
