Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15083,125.691667,0.116513,0.060070,-0.494807,0.177590,0.094910,1.066603,,,,,,,,,
15084,125.700000,0.116497,0.060126,-0.494905,0.167741,0.092316,1.072377,,,,,,,,,
15085,125.708333,0.116505,0.060058,-0.494852,0.156798,0.092089,1.072003,,,,,,,,,
15086,125.716667,0.116508,0.060021,-0.494784,0.145811,0.091971,1.071461,,,,,,,,,
15087,125.725000,0.116528,0.059975,-0.494826,0.134902,0.092054,1.071094,,,,,,,,,
15088,125.733333,0.116520,0.059911,-0.494815,0.123802,0.091818,1.070922,,,,,,,,,
15089,125.741667,0.116527,0.059980,-0.494800,0.112488,0.091647,1.070695,,,,,,,,,
15090,125.750000,0.116506,0.060074,-0.494777,0.100514,0.096154,1.060057,,,,,,,,,
15091,125.758333,0.116489,0.060076,-0.494820,0.089421,0.095086,1.062530,,,,,,,,,
15092,125.766667,0.116486,0.060025,-0.494889,0.078902,0.092100,1.069587,,,,,,,,,
15093,125.775000,0.116497,0.060044,-0.494866,0.067022,0.095955,1.061021,,,,,,,,,
15094,125.783333,0.116516,0.060031,-0.494805,0.055690,0.095787,1.060732,,,,,,,,,
15095,125.791667,0.116503,0.059972,-0.494806,0.044488,0.094921,1.061361,,,,,,,,,
15096,125.800000,0.116501,0.059951,-0.494840,0.034206,0.091856,1.067577,,,,,,,,,
15097,125.808333,0.116524,0.060061,-0.494795,0.022740,0.091952,1.067147,,,,,,,,,
15098,125.816667,0.116533,0.060120,-0.494679,0.010537,0.095243,1.058401,,,,,,,,,
15099,125.825000,0.116496,0.060052,-0.494822,-0.001045,0.095570,1.056587,,,,,,,,,
15100,125.833333,0.116510,0.059959,-0.494885,-0.011832,0.091248,1.065601,,,,,,,,,
15101,125.841667,0.116522,0.059963,-0.494847,-0.022939,0.091127,1.064607,,,,,,,,,
15102,125.850000,0.116488,0.060022,-0.494864,-0.034805,0.091022,1.064221,,,,,,,,,
15103,125.858333,0.116514,0.060082,-0.494957,-0.047106,0.094509,1.055586,,,,,,,,,
15104,125.866667,0.116507,0.060030,-0.494821,-0.058861,0.094623,1.055439,,,,,,,,,
15105,125.875000,0.116488,0.059999,-0.494729,-0.070415,0.094292,1.054984,,,,,,,,,
15106,125.883333,0.116491,0.060024,-0.494767,-0.080777,0.090798,1.062525,,,,,,,,,
15107,125.891667,0.116532,0.060007,-0.494789,-0.092969,0.093715,1.055134,,,,,,,,,
15108,125.900000,0.116520,0.059989,-0.494940,-0.103199,0.090358,1.061211,,,,,,,,,
15109,125.908333,0.116500,0.059978,-0.494854,-0.115022,0.094816,1.048711,,,,,,,,,
15110,125.916667,0.116485,0.059964,-0.494673,-0.125784,0.093387,1.050699,,,,,,,,,
15111,125.925000,0.116491,0.060077,-0.494805,-0.136940,0.093214,1.049173,,,,,,,,,
15112,125.933333,0.116501,0.060184,-0.494973,-0.147455,0.089874,1.053231,,,,,,,,,
15113,125.941667,0.116486,0.060065,-0.494902,-0.158690,0.093298,1.041169,,,,,,,,,
15114,125.950000,0.116494,0.059955,-0.494799,-0.168593,0.093334,1.036955,,,,,,,,,
15115,125.958333,0.116502,0.059974,-0.494886,-0.178336,0.089202,1.042089,,,,,,,,,
15116,125.966667,0.116500,0.059978,-0.494828,-0.188108,0.088450,1.037280,,,,,,,,,
15117,125.975000,0.116537,0.060042,-0.494776,-0.197866,0.087371,1.032353,,,,,,,,,
15118,125.983333,0.116523,0.060062,-0.494736,-0.207466,0.086480,1.026769,,,,,,,,,
15119,125.991667,0.116484,0.060036,-0.494758,,,,,,,,,,,,
15120,126.000000,0.116489,0.059980,-0.494855,-0.225878,0.083653,1.014618,,,,,,,,,
15121,126.008333,0.116517,0.060102,-0.494951,,,,,,,,,,,,
15122,126.016667,0.116514,0.060007,-0.494843,,,,,,,,,,,,
15123,126.025000,0.116503,0.059885,-0.494818,,,,,,,,,,,,
15124,126.033333,0.116511,0.059982,-0.494891,-0.253886,0.077830,0.987225,,,,,,,,,
15125,126.041667,0.116507,0.060110,-0.494810,-0.260127,0.076010,0.979808,,,,,,,,,
15126,126.050000,0.116516,0.060088,-0.494718,-0.265353,0.074734,0.971410,,,,,,,,,
15127,126.058333,0.116499,0.060013,-0.494781,,,,,,,,,,,,
15128,126.066667,0.116501,0.059930,-0.494814,,,,,,,,,,,,
15129,126.075000,0.116504,0.059994,-0.494813,-0.278097,0.072265,0.945511,,,,,,,,,
15130,126.083333,0.116502,0.060034,-0.494897,-0.282004,0.071365,0.937214,,,,,,,,,
15131,126.091667,0.116501,0.060013,-0.494779,-0.284413,0.070551,0.928306,,,,,,,,,
15132,126.100000,0.116483,0.060134,-0.494849,-0.286818,0.069975,0.919327,,,,,,,,,
15133,126.108333,0.116479,0.060073,-0.494883,-0.288636,0.069267,0.910556,,,,,,,,,
15134,126.116667,0.116483,0.059985,-0.494769,-0.289870,0.068744,0.901280,,,,,,,,,
15135,126.125000,0.116529,0.060050,-0.494804,-0.290771,0.068857,0.891803,,,,,,,,,
15136,126.133333,0.116514,0.059978,-0.494884,-0.291734,0.068250,0.882382,,,,,,,,,
15137,126.141667,0.116502,0.059866,-0.494757,-0.292526,0.067837,0.872645,,,,,,,,,
15138,126.150000,0.116516,0.060066,-0.494758,-0.293118,0.068310,0.862389,,,,,,,,,
15139,126.158333,0.116498,0.060063,-0.494745,-0.293413,0.068833,0.852480,,,,,,,,,
15140,126.166667,0.116482,0.059988,-0.494836,-0.293497,0.068831,0.842487,,,,,,,,,
15141,126.175000,0.116492,0.060072,-0.494936,-0.293640,0.068806,0.832546,,,,,,,,,
15142,126.183333,0.116511,0.060077,-0.494838,-0.293853,0.068488,0.822390,,,,,,,,,
15143,126.191667,0.116494,0.059951,-0.494813,-0.294568,0.073054,0.802093,,,,,,,,,
15144,126.200000,0.116478,0.059962,-0.494962,-0.294886,0.072098,0.793888,,,,,,,,,
15145,126.208333,0.116515,0.060076,-0.494789,-0.295007,0.072293,0.784371,,,,,,,,,
15146,126.216667,0.116502,0.060073,-0.494637,-0.295017,0.073034,0.771548,,,,,,,,,
15147,126.225000,0.116490,0.059997,-0.494791,-0.294910,0.071919,0.762328,,,,,,,,,
15148,126.233333,0.116515,0.059986,-0.494928,-0.294803,0.071790,0.752698,,,,,,,,,
15149,126.241667,0.116549,0.059966,-0.494807,-0.294390,0.067991,0.750247,,,,,,,,,
15150,126.250000,0.116517,0.060009,-0.494729,-0.295015,0.072645,0.729684,,,,,,,,,
15151,126.258333,0.116508,0.059985,-0.494823,-0.295189,0.071890,0.720339,,,,,,,,,
15152,126.266667,0.116495,0.060024,-0.494842,-0.295330,0.071355,0.710822,,,,,,,,,
15153,126.275000,0.116525,0.060163,-0.494894,-0.295030,0.072636,0.696732,,,,,,,,,
15154,126.283333,0.116494,0.060072,-0.494859,-0.294849,0.071655,0.686880,,,,,,,,,
15155,126.291667,0.116483,0.059973,-0.494725,-0.295084,0.071041,0.676966,,,,,,,,,
15156,126.300000,0.116516,0.060013,-0.494841,-0.294446,0.067059,0.675233,,,,,,,,,
15157,126.308333,0.116522,0.059967,-0.494884,-0.294804,0.071633,0.652205,,,,,,,,,
15158,126.316667,0.116511,0.059920,-0.494729,-0.294594,0.066254,0.653304,,,,,,,,,
15159,126.325000,0.116497,0.060072,-0.494763,-0.294515,0.070012,0.633626,,,,,,,,,
15160,126.333333,0.116502,0.060113,-0.494824,-0.294370,0.070449,0.619862,,,,,,,,,
15161,126.341667,0.116488,0.060041,-0.494805,-0.294429,0.069195,0.610373,,,,,,,,,
15162,126.350000,0.116482,0.060068,-0.494893,-0.294184,0.069252,0.599120,,,,,,,,,
15163,126.358333,0.116497,0.059999,-0.494831,-0.293763,0.064609,0.596638,,,,,,,,,
15164,126.366667,0.116503,0.059995,-0.494844,-0.294204,0.068137,0.575889,,,,,,,,,
15165,126.375000,0.116506,0.060034,-0.494915,-0.294262,0.067599,0.565021,,,,,,,,,
15166,126.383333,0.116490,0.060039,-0.494730,-0.294185,0.067492,0.553450,,,,,,,,,
15167,126.391667,0.116495,0.059994,-0.494672,-0.294379,0.067874,0.540016,,,,,,,,,
15168,126.400000,0.116499,0.060024,-0.494813,-0.294282,0.067094,0.528744,,,,,,,,,
15169,126.408333,0.116524,0.059996,-0.494855,-0.294207,0.066636,0.517496,,,,,,,,,
15170,126.416667,0.116522,0.059982,-0.494829,-0.294359,0.067433,0.503094,,,,,,,,,
15171,126.425000,0.116498,0.059969,-0.494862,-0.294261,0.067107,0.491567,,,,,,,,,
15172,126.433333,0.116485,0.060011,-0.494839,-0.294069,0.062193,0.490979,,,,,,,,,
15173,126.441667,0.116498,0.060106,-0.494821,-0.293966,0.062322,0.479093,,,,,,,,,
15174,126.450000,0.116494,0.060120,-0.494841,-0.294181,0.067316,0.455747,,,,,,,,,
15175,126.458333,0.116502,0.060040,-0.494824,-0.293585,0.062520,0.454435,,,,,,,,,
15176,126.466667,0.116506,0.059956,-0.494765,-0.293806,0.067908,0.430324,,,,,,,,,
15177,126.475000,0.116513,0.059921,-0.494723,-0.293314,0.067613,0.418997,,,,,,,,,
15178,126.483333,0.116488,0.059994,-0.494894,-0.292879,0.067492,0.406646,,,,,,,,,
15179,126.491667,0.116520,0.060097,-0.494832,-0.292652,0.067676,0.393178,,,,,,,,,
15180,126.500000,0.116511,0.060108,-0.494700,-0.292515,0.067552,0.382102,,,,,,,,,
15181,126.508333,0.116481,0.060047,-0.494858,-0.292361,0.067365,0.369450,,,,,,,,,
15182,126.516667,0.116499,0.060016,-0.494962,-0.292250,0.067995,0.354863,,,,,,,,,
15183,126.525000,0.116519,0.060049,-0.494851,-0.291979,0.066451,0.345088,,,,,,,,,
15184,126.533333,0.116514,0.060006,-0.494850,-0.291729,0.066365,0.331730,,,,,,,,,
15185,126.541667,0.116478,0.059857,-0.494838,-0.291662,0.066328,0.318370,,,,,,,,,
15186,126.550000,0.116494,0.059968,-0.494771,-0.291574,0.066429,0.305676,,,,,,,,,
15187,126.558333,0.116519,0.060169,-0.494784,-0.290869,0.061634,0.302742,,,,,,,,,
15188,126.566667,0.116507,0.060092,-0.494853,-0.291047,0.066701,0.277023,,,,,,,,,
15189,126.575000,0.116479,0.059950,-0.494801,-0.290779,0.065216,0.266048,,,,,,,,,
15190,126.583333,0.116520,0.059972,-0.494795,-0.290490,0.064753,0.252992,,,,,,,,,
15191,126.591667,0.116494,0.060055,-0.494963,-0.290430,0.064764,0.238670,,,,,,,,,
15192,126.600000,0.116515,0.060021,-0.494910,-0.290242,0.064136,0.226074,,,,,,,,,
15193,126.608333,0.116500,0.059997,-0.494766,-0.290007,0.063782,0.213394,,,,,,,,,
15194,126.616667,0.116491,0.060119,-0.494718,-0.289827,0.063681,0.200553,,,,,,,,,
15195,126.625000,0.116487,0.060081,-0.494835,-0.289710,0.062787,0.188029,,,,,,,,,
15196,126.633333,0.116505,0.060004,-0.494828,-0.289164,0.063037,0.172859,,,,,,,,,
15197,126.641667,0.116508,0.060020,-0.494821,-0.288707,0.062872,0.159325,,,,,,,,,
15198,126.650000,0.116498,0.059992,-0.494757,-0.288481,0.062369,0.146486,,,,,,,,,
15199,126.658333,0.116496,0.059983,-0.494838,-0.288032,0.063066,0.130715,,,,,,,,,
15200,126.666667,0.116531,0.060003,-0.494861,-0.287452,0.062454,0.118296,,,,,,,,,
15201,126.675000,0.116501,0.060054,-0.494852,-0.287007,0.062441,0.105116,,,,,,,,,
15202,126.683333,0.116491,0.060085,-0.494782,-0.286646,0.062384,0.091898,,,,,,,,,
15203,126.691667,0.116487,0.060033,-0.494813,-0.286328,0.062750,0.077424,,,,,,,,,
15204,126.700000,0.116530,0.059974,-0.494743,-0.286106,0.062795,0.063250,,,,,,,,,
15205,126.708333,0.116499,0.059958,-0.494874,-0.285715,0.063199,0.048889,,,,,,,,,
15206,126.716667,0.116492,0.059974,-0.494882,-0.285208,0.063100,0.035735,,,,,,,,,
15207,126.725000,0.116518,0.060081,-0.494701,-0.284438,0.059141,0.032066,,,,,,,,,
15208,126.733333,0.116498,0.060122,-0.494784,-0.284468,0.064071,0.007962,,,,,,,,,
15209,126.741667,0.116485,0.060036,-0.494835,-0.283727,0.064047,-0.005867,,,,,,,,,
15210,126.750000,0.116510,0.060016,-0.494819,-0.283708,0.062487,-0.015520,,,,,,,,,
15211,126.758333,0.116499,0.060056,-0.494887,-0.283173,0.062898,-0.029820,,,,,,,,,
15212,126.766667,0.116503,0.059961,-0.494853,-0.282755,0.063325,-0.044121,,,,,,,,,
15213,126.775000,0.116506,0.059925,-0.494825,-0.282123,0.063641,-0.058298,,,,,,,,,
15214,126.783333,0.116515,0.060044,-0.494843,-0.281411,0.064051,-0.072604,,,,,,,,,
15215,126.791667,0.116517,0.060085,-0.494789,-0.280681,0.064261,-0.086834,,,,,,,,,
15216,126.800000,0.116514,0.060004,-0.494781,-0.280140,0.064717,-0.101219,,,,,,,,,
15217,126.808333,0.116503,0.059991,-0.494808,-0.279307,0.064961,-0.115682,,,,,,,,,
15218,126.816667,0.116514,0.059995,-0.494783,-0.278364,0.065056,-0.130258,,,,,,,,,
15219,126.825000,0.116500,0.059951,-0.494799,-0.277538,0.065283,-0.144754,,,,,,,,,
15220,126.833333,0.116517,0.059987,-0.494844,-0.276837,0.065670,-0.159458,,,,,,,,,
15221,126.841667,0.116499,0.060107,-0.494816,-0.276064,0.065872,-0.174123,,,,,,,,,
15222,126.850000,0.116489,0.060109,-0.494715,-0.275283,0.065819,-0.188592,,,,,,,,,
15223,126.858333,0.116497,0.060046,-0.494849,-0.274644,0.065661,-0.203260,,,,,,,,,
15224,126.866667,0.116499,0.060009,-0.494931,-0.273949,0.065770,-0.218222,,,,,,,,,
15225,126.875000,0.116514,0.059999,-0.494873,-0.272972,0.065737,-0.232886,,,,,,,,,
15226,126.883333,0.116486,0.059966,-0.494828,-0.272219,0.065657,-0.247417,,,,,,,,,
15227,126.891667,0.116515,0.059983,-0.494830,-0.271481,0.065660,-0.261902,,,,,,,,,
15228,126.900000,0.116519,0.060007,-0.494711,-0.270714,0.065914,-0.276662,,,,,,,,,
15229,126.908333,0.116531,0.060114,-0.494767,-0.269920,0.066165,-0.291523,,,,,,,,,
15230,126.916667,0.116495,0.060029,-0.494807,-0.268933,0.066391,-0.306357,,,,,,,,,
15231,126.925000,0.116512,0.059960,-0.494828,-0.267949,0.066670,-0.321485,,,,,,,,,
15232,126.933333,0.116531,0.060014,-0.494812,-0.267112,0.067219,-0.336659,,,,,,,,,
15233,126.941667,0.116512,0.060043,-0.494899,-0.265911,0.067470,-0.351524,,,,,,,,,
15234,126.950000,0.116489,0.059961,-0.494837,-0.264730,0.067512,-0.365555,,,,,,,,,
15235,126.958333,0.116498,0.060062,-0.494777,-0.263986,0.068136,-0.380284,,,,,,,,,
15236,126.966667,0.116513,0.060127,-0.494813,-0.263256,0.068651,-0.395161,,,,,,,,,
15237,126.975000,0.116500,0.060026,-0.494880,-0.262512,0.069084,-0.410347,,,,,,,,,
15238,126.983333,0.116530,0.059973,-0.494810,-0.261489,0.069889,-0.425363,,,,,,,,,
15239,126.991667,0.116518,0.059937,-0.494725,-0.260591,0.070828,-0.440342,,,,,,,,,
15240,127.000000,0.116503,0.059994,-0.494776,-0.259598,0.071799,-0.455630,,,,,,,,,
15241,127.008333,0.116514,0.060074,-0.494818,-0.258204,0.072576,-0.470704,,,,,,,,,
15242,127.016667,0.116507,0.060162,-0.494841,-0.256839,0.073219,-0.485829,,,,,,,,,
15243,127.025000,0.116487,0.060056,-0.494750,-0.255679,0.074023,-0.501168,,,,,,,,,
15244,127.033333,0.116472,0.060025,-0.494867,-0.254435,0.074905,-0.516528,,,,,,,,,
15245,127.041667,0.116493,0.060041,-0.494872,-0.252995,0.075324,-0.531777,,,,,,,,,
15246,127.050000,0.116513,0.060001,-0.494866,-0.251847,0.075700,-0.547029,,,,,,,,,
15247,127.058333,0.116486,0.059919,-0.494840,-0.250639,0.076239,-0.562298,,,,,,,,,
15248,127.066667,0.116507,0.059957,-0.494779,-0.249512,0.076804,-0.577790,,,,,,,,,
15249,127.075000,0.116507,0.060062,-0.494718,-0.248012,0.077077,-0.592934,,,,,,,,,
15250,127.083333,0.116511,0.060058,-0.494808,-0.246751,0.077564,-0.608595,,,,,,,,,
15251,127.091667,0.116502,0.060030,-0.494891,-0.245523,0.077978,-0.624256,,,,,,,,,
15252,127.100000,0.116512,0.059958,-0.494707,-0.244290,0.078082,-0.639619,,,,,,,,,
15253,127.108333,0.116500,0.059992,-0.494798,-0.242718,0.078369,-0.654872,,,,,,,,,
15254,127.116667,0.116510,0.060019,-0.494945,-0.241583,0.078925,-0.670566,,,,,,,,,
15255,127.125000,0.116506,0.060067,-0.494861,-0.240531,0.079393,-0.686134,,,,,,,,,
15256,127.133333,0.116499,0.060122,-0.494732,-0.239039,0.079558,-0.701288,,,,,,,,,
15257,127.141667,0.116480,0.060067,-0.494808,-0.237290,0.079346,-0.715793,,,,,,,,,
15258,127.150000,0.116476,0.059970,-0.494828,-0.235503,0.079535,-0.730189,,,,,,,,,
15259,127.158333,0.116533,0.060020,-0.494784,-0.233189,0.080065,-0.743900,,,,,,,,,
15260,127.166667,0.116516,0.059998,-0.494839,-0.230456,0.080999,-0.757343,,,,,,,,,
15261,127.175000,0.116490,0.059920,-0.494870,-0.226654,0.081869,-0.769855,,,,,,,,,
15262,127.183333,0.116504,0.059999,-0.494781,-0.222461,0.083415,-0.782221,,,,,,,,,
15263,127.191667,0.116506,0.060107,-0.494815,-0.217424,0.085185,-0.794244,,,,,,,,,
15264,127.200000,0.116508,0.060089,-0.494891,-0.212433,0.086894,-0.805640,,,,,,,,,
15265,127.208333,0.116515,0.060011,-0.494811,-0.206442,0.088651,-0.816183,,,,,,,,,
15266,127.216667,0.116512,0.059967,-0.494786,-0.199845,0.090187,-0.825671,,,,,,,,,
15267,127.225000,0.116490,0.059965,-0.494883,-0.192440,0.091574,-0.834768,,,,,,,,,
15268,127.233333,0.116508,0.059994,-0.494835,-0.184584,0.093238,-0.843461,,,,,,,,,
15269,127.241667,0.116508,0.060054,-0.494690,-0.175778,0.095231,-0.851650,,,,,,,,,
15270,127.250000,0.116512,0.060086,-0.494779,-0.165757,0.097281,-0.858570,,,,,,,,,
15271,127.258333,0.116486,0.060016,-0.494777,-0.155793,0.098778,-0.864417,,,,,,,,,
15272,127.266667,0.116507,0.060036,-0.494839,-0.145665,0.100016,-0.869611,,,,,,,,,
15273,127.275000,0.116508,0.060031,-0.494925,-0.135056,0.100746,-0.873919,,,,,,,,,
15274,127.283333,0.116489,0.059968,-0.494857,-0.124272,0.101466,-0.878256,,,,,,,,,
15275,127.291667,0.116488,0.059948,-0.494816,-0.113266,0.101816,-0.882054,,,,,,,,,
15276,127.300000,0.116503,0.060082,-0.494798,-0.102434,0.101801,-0.884808,,,,,,,,,
15277,127.308333,0.116512,0.060118,-0.494789,-0.090734,0.101386,-0.887256,,,,,,,,,
15278,127.316667,0.116508,0.060029,-0.494767,-0.080663,0.101672,-0.889169,,,,,,,,,
15279,127.325000,0.116519,0.060024,-0.494770,-0.070120,0.101588,-0.890292,,,,,,,,,
15280,127.333333,0.116537,0.060009,-0.494775,-0.058706,0.101353,-0.890815,,,,,,,,,
15281,127.341667,0.116510,0.059923,-0.494816,-0.048179,0.100856,-0.891405,,,,,,,,,
15282,127.350000,0.116489,0.059952,-0.494887,-0.037744,0.100249,-0.891860,,,,,,,,,
15283,127.358333,0.116506,0.060094,-0.494779,-0.027471,0.099582,-0.892782,,,,,,,,,
15284,127.366667,0.116510,0.060109,-0.494769,-0.016299,0.099522,-0.892797,,,,,,,,,
15285,127.375000,0.116474,0.060047,-0.494822,-0.005113,0.099656,-0.892842,,,,,,,,,
15286,127.383333,0.116490,0.059973,-0.494847,0.006806,0.100012,-0.891591,,,,,,,,,
15287,127.391667,0.116513,0.059988,-0.494868,0.017967,0.100231,-0.890957,,,,,,,,,
15288,127.400000,0.116511,0.060018,-0.494797,0.029046,0.100220,-0.890736,,,,,,,,,
15289,127.408333,0.116533,0.060027,-0.494716,0.040110,0.099645,-0.890870,,,,,,,,,
15290,127.416667,0.116521,0.060059,-0.494791,0.050607,0.099553,-0.891028,,,,,,,,,
15291,127.425000,0.116483,0.060064,-0.494767,0.061842,0.099452,-0.890763,,,,,,,,,
15292,127.433333,0.116482,0.060041,-0.494827,0.073881,0.099564,-0.889988,,,,,,,,,
15293,127.441667,0.116507,0.060029,-0.494908,0.084171,0.099278,-0.890522,,,,,,,,,
15294,127.450000,0.116508,0.059953,-0.494928,0.095447,0.099094,-0.890128,,,,,,,,,
15295,127.458333,0.116523,0.059908,-0.494811,0.106956,0.098948,-0.889532,,,,,,,,,
15296,127.466667,0.116503,0.060028,-0.494818,0.118150,0.099032,-0.889431,,,,,,,,,
15297,127.475000,0.116502,0.060092,-0.494742,0.129421,0.098732,-0.888904,,,,,,,,,
15298,127.483333,0.116497,0.060020,-0.494808,0.141515,0.098637,-0.887909,,,,,,,,,
15299,127.491667,0.116505,0.060001,-0.494916,0.152195,0.098049,-0.888660,,,,,,,,,
15300,127.500000,0.116503,0.059994,-0.494799,0.163231,0.097838,-0.887888,,,,,,,,,
15301,127.508333,0.116516,0.059980,-0.494740,0.174950,0.098002,-0.886917,,,,,,,,,
15302,127.516667,0.116491,0.060016,-0.494853,0.186297,0.097453,-0.886570,,,,,,,,,
15303,127.525000,0.116495,0.060009,-0.494834,0.197709,0.096880,-0.885639,,,,,,,,,
15304,127.533333,0.116518,0.060112,-0.494731,0.210079,0.096940,-0.884453,,,,,,,,,
15305,127.541667,0.116505,0.060149,-0.494814,0.220740,0.096407,-0.884711,,,,,,,,,
15306,127.550000,0.116498,0.060002,-0.494836,0.232314,0.096145,-0.884176,,,,,,,,,
15307,127.558333,0.116506,0.059936,-0.494802,0.244124,0.095791,-0.883355,,,,,,,,,
15308,127.566667,0.116489,0.059960,-0.494818,0.255277,0.095178,-0.882761,,,,,,,,,
15309,127.575000,0.116508,0.060049,-0.494890,0.267029,0.094866,-0.882212,,,,,,,,,
15310,127.583333,0.116510,0.059975,-0.494847,0.278100,0.094757,-0.881420,,,,,,,,,
15311,127.591667,0.116502,0.060034,-0.494784,0.289054,0.094468,-0.880967,,,,,,,,,
15312,127.600000,0.116524,0.060092,-0.494794,0.301080,0.094430,-0.878206,,,,,,,,,
15313,127.608333,0.116508,0.060059,-0.494815,0.311034,0.093471,-0.876655,,,,,,,,,
15314,127.616667,0.116504,0.059967,-0.494870,0.322436,0.093106,-0.874266,,,,,,,,,
15315,127.625000,0.116506,0.059944,-0.494836,0.334351,0.092863,-0.871353,,,,,,,,,
15316,127.633333,0.116512,0.060001,-0.494738,0.345202,0.092405,-0.867820,,,,,,,,,
15317,127.641667,0.116522,0.060068,-0.494759,0.355666,0.092005,-0.863425,,,,,,,,,
15318,127.650000,0.116507,0.060134,-0.494917,0.365614,0.091049,-0.858755,,,,,,,,,
15319,127.658333,0.116480,0.059988,-0.494779,0.375655,0.089853,-0.853890,,,,,,,,,
15320,127.666667,0.116508,0.059987,-0.494713,0.385194,0.088254,-0.848538,,,,,,,,,
15321,127.675000,0.116514,0.060109,-0.494869,0.394595,0.086601,-0.842786,,,,,,,,,
15322,127.683333,0.116518,0.059980,-0.494986,0.403575,0.085018,-0.836637,,,,,,,,,
15323,127.691667,0.116504,0.059908,-0.494761,0.410617,0.083445,-0.829859,,,,,,,,,
15324,127.700000,0.116505,0.060034,-0.494755,0.418508,0.081959,-0.822648,,,,,,,,,
15325,127.708333,0.116492,0.060147,-0.494873,0.426194,0.080248,-0.814999,,,,,,,,,
15326,127.716667,0.116502,0.060071,-0.494871,0.432952,0.078501,-0.807492,,,,,,,,,
15327,127.725000,0.116492,0.060000,-0.494835,0.439598,0.076936,-0.800248,,,,,,,,,
15328,127.733333,0.116522,0.059951,-0.494772,0.445722,0.075011,-0.791938,,,,,,,,,
15329,127.741667,0.116501,0.059993,-0.494814,0.451879,0.073952,-0.783302,,,,,,,,,
15330,127.750000,0.116498,0.060013,-0.494824,0.455881,0.072490,-0.774992,,,,,,,,,
15331,127.758333,0.116504,0.060057,-0.494751,0.460060,0.071475,-0.765836,,,,,,,,,
15332,127.766667,0.116501,0.060041,-0.494747,0.463760,0.070115,-0.756962,,,,,,,,,
15333,127.775000,0.116491,0.060051,-0.494804,0.466531,0.069134,-0.747889,,,,,,,,,
15334,127.783333,0.116490,0.060023,-0.494933,0.469301,0.068217,-0.738290,,,,,,,,,
15335,127.791667,0.116525,0.059958,-0.494822,0.471282,0.067647,-0.728764,,,,,,,,,
15336,127.800000,0.116502,0.059955,-0.494810,0.474170,0.068279,-0.717588,,,,,,,,,
15337,127.808333,0.116500,0.060002,-0.494803,0.475069,0.067472,-0.708088,,,,,,,,,
15338,127.816667,0.116510,0.060118,-0.494881,0.474639,0.066304,-0.699115,,,,,,,,,
15339,127.825000,0.116514,0.060127,-0.494792,0.475539,0.066440,-0.688703,,,,,,,,,
15340,127.833333,0.116487,0.060020,-0.494769,0.476277,0.066466,-0.678663,,,,,,,,,
15341,127.841667,0.116529,0.059999,-0.494819,0.476627,0.066384,-0.669221,,,,,,,,,
15342,127.850000,0.116514,0.060011,-0.494839,0.477077,0.066266,-0.659510,,,,,,,,,
15343,127.858333,0.116496,0.059931,-0.494763,0.477779,0.066079,-0.649095,,,,,,,,,
15344,127.866667,0.116518,0.059962,-0.494775,0.477510,0.065530,-0.639989,,,,,,,,,
15345,127.875000,0.116514,0.060117,-0.494861,0.478065,0.065610,-0.629215,,,,,,,,,
15346,127.883333,0.116501,0.060074,-0.494835,0.478469,0.065539,-0.618930,,,,,,,,,
15347,127.891667,0.116480,0.059987,-0.494829,0.478494,0.065169,-0.609477,,,,,,,,,
15348,127.900000,0.116500,0.059999,-0.494928,0.478664,0.064655,-0.599805,,,,,,,,,
15349,127.908333,0.116507,0.060021,-0.494900,0.478656,0.064269,-0.589733,,,,,,,,,
15350,127.916667,0.116518,0.060032,-0.494803,0.479007,0.064004,-0.578657,,,,,,,,,
15351,127.925000,0.116506,0.060039,-0.494783,0.479027,0.063645,-0.568553,,,,,,,,,
15352,127.933333,0.116515,0.059975,-0.494743,0.479477,0.063474,-0.558187,,,,,,,,,
15353,127.941667,0.116509,0.060053,-0.494727,0.479604,0.063295,-0.547388,,,,,,,,,
15354,127.950000,0.116508,0.060122,-0.494832,0.479232,0.062895,-0.537320,,,,,,,,,
15355,127.958333,0.116507,0.060013,-0.494917,0.478821,0.062670,-0.526846,,,,,,,,,
15356,127.966667,0.116500,0.059908,-0.494849,0.478591,0.062360,-0.516128,,,,,,,,,
